SOC2018_Code,SOC2018_Occupation_Title,Automation_Probability,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
47-2021,Brickmasons and Blockmasons,0.82,2.88,3.0,2.88,3.12,3.12,2.0,2.62,1.12,2.25,2.88,2.12,1.88,2.0,2.25,2.88,3.0,2.25,2.62,2.12,3.0,2.5,1.0,3.0,2.75,2.0,1.75,2.25,2.75,3.0,2.12,2.0,1.62,3.0,2.0,2.25
47-2022,Stonemasons,0.89,2.75,3.0,3.25,3.12,3.5,2.0,2.25,1.0,2.62,3.25,2.62,1.62,2.25,2.88,3.0,3.0,2.62,2.88,1.75,3.12,2.62,1.0,2.75,3.0,2.25,1.62,2.62,2.62,3.0,2.62,2.25,1.88,3.25,2.25,2.62
47-2031,Carpenters,0.72,3.0,3.38,3.0,3.25,3.38,2.25,2.75,2.25,2.62,3.0,2.75,1.88,2.38,2.62,3.0,3.38,2.5,2.88,1.75,2.88,2.5,1.5,3.12,3.12,2.38,1.38,2.75,2.75,3.12,2.5,2.62,1.75,3.0,2.38,2.88
47-2041,Carpet Installers,0.87,2.62,2.88,2.75,3.12,3.0,1.75,2.25,1.38,2.5,2.88,2.38,1.5,2.0,2.5,3.0,3.12,2.25,2.5,2.0,2.62,2.38,1.0,3.0,2.62,1.88,1.0,2.62,2.88,2.88,2.0,2.12,1.62,3.0,2.12,2.0
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.79,2.75,3.12,2.75,2.88,2.88,1.0,1.62,1.0,2.38,2.88,2.12,1.12,1.25,2.38,2.12,2.88,2.5,2.38,1.88,2.25,2.38,1.0,2.0,2.38,1.0,1.25,2.38,2.88,3.12,1.75,1.75,1.25,2.88,1.62,2.38
47-2043,Floor Sanders and Finishers,0.87,2.62,3.0,2.75,3.0,2.75,2.25,2.12,1.0,2.12,2.62,2.12,1.38,1.62,1.88,2.0,2.88,2.0,3.12,1.38,2.88,2.12,1.0,2.62,2.62,2.12,1.12,2.5,2.38,2.75,2.0,2.0,1.38,2.88,2.12,2.12
47-2044,Tile and Stone Setters,0.75,2.38,3.12,3.0,3.0,3.0,2.0,2.12,1.5,2.62,2.75,2.12,1.5,2.0,2.25,3.0,2.75,2.38,2.25,1.75,2.5,2.25,1.0,2.62,2.88,2.0,1.12,2.62,2.5,3.0,2.12,2.0,1.62,3.0,2.0,2.0
47-2051,Cement Masons and Concrete Finishers,0.94,2.12,3.0,3.0,3.12,3.0,2.0,2.12,1.38,2.5,3.0,2.38,1.75,1.88,2.5,2.62,3.25,2.0,2.88,1.38,2.75,2.12,1.12,3.12,2.38,1.88,1.25,2.25,2.5,3.12,2.0,2.0,1.75,3.12,2.38,2.0
47-2053,Terrazzo Workers and Finishers,0.88,2.38,2.5,2.62,3.0,2.62,2.12,2.5,1.25,2.12,2.88,2.12,1.62,1.88,2.12,2.38,2.75,1.88,2.75,1.88,2.75,2.0,1.0,3.0,2.12,2.0,1.62,2.38,2.62,2.88,2.0,1.88,1.38,2.75,2.12,1.88
47-2061,Construction Laborers,0.88,2.12,3.12,2.75,3.12,2.75,2.5,2.62,1.88,2.12,2.38,2.12,1.5,1.62,2.0,2.0,2.62,2.0,3.12,1.62,3.0,2.0,1.0,2.12,2.75,2.25,1.5,2.12,2.62,3.25,1.88,2.0,1.5,2.5,2.25,2.25
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",0.83,2.62,2.88,2.62,3.0,3.0,2.88,2.5,1.62,2.0,2.88,2.25,1.5,1.5,1.88,2.0,3.25,1.88,3.38,1.5,3.62,1.88,1.0,2.75,2.5,3.0,1.12,2.0,2.5,2.88,2.12,2.12,1.62,2.75,3.0,1.88
47-2072,Pile Driver Operators,0.82,2.0,3.0,2.75,3.0,2.88,3.25,2.12,1.0,2.12,2.75,1.88,1.5,1.75,1.88,2.12,3.25,1.88,4.12,1.12,4.0,1.88,1.0,2.88,2.5,2.75,1.38,2.0,2.5,2.75,2.0,2.0,1.5,2.88,3.12,2.25
47-2073,Operating Engineers and Other Construction Equipment Operators,0.95,2.88,3.0,2.88,2.88,2.88,3.25,2.38,1.38,2.38,2.88,2.12,1.75,1.88,2.12,2.0,3.12,2.0,4.12,1.75,3.25,2.25,1.12,2.88,2.88,2.88,1.5,2.25,2.75,2.88,2.0,2.0,1.75,3.0,3.0,2.0
47-2081,Drywall and Ceiling Tile Installers,0.79,2.12,2.75,2.62,2.88,3.0,1.88,2.38,1.75,2.12,2.88,2.0,1.62,1.75,2.0,2.25,2.88,1.75,2.5,1.88,2.5,2.0,1.0,2.5,2.75,1.62,1.12,2.0,2.5,2.88,2.0,2.0,1.75,2.88,2.0,2.12
47-2082,Tapers,0.62,2.25,2.88,2.12,2.5,2.62,1.62,1.62,1.62,2.12,2.38,2.12,1.0,1.62,2.12,1.62,2.88,2.0,2.12,1.75,2.25,2.0,1.0,2.12,2.25,1.5,1.12,2.12,2.62,2.88,2.0,2.0,1.12,2.75,2.0,2.0
47-2111,Electricians,0.15,3.25,3.38,3.12,3.12,3.38,3.0,3.0,3.25,3.0,3.25,3.0,2.38,2.38,2.88,3.0,3.12,2.25,3.0,2.75,3.12,3.0,1.0,3.25,3.12,3.5,2.0,3.0,2.88,3.38,3.0,2.88,2.12,3.0,4.0,3.0
47-2121,Glaziers,0.73,2.25,2.88,2.88,3.0,3.0,1.88,2.12,2.25,2.12,2.88,2.12,1.88,1.88,2.12,2.0,2.75,2.12,2.88,1.75,2.88,2.25,1.0,2.25,3.0,1.88,1.5,2.5,2.88,3.0,2.0,2.0,1.75,3.0,2.0,2.25
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",0.83,2.62,3.0,2.75,2.88,3.0,2.0,2.25,1.25,2.25,2.62,2.12,2.0,2.0,2.12,2.25,2.88,2.5,3.0,1.88,2.88,2.62,1.0,2.62,2.62,2.12,1.0,2.38,2.75,3.0,2.0,2.0,1.75,2.75,2.38,2.12
47-2132,"Insulation Workers, Mechanical",0.64,2.75,3.0,2.62,3.0,3.0,1.38,1.75,2.12,2.5,2.88,2.12,1.38,1.75,2.25,2.12,3.0,2.12,2.62,1.88,2.75,2.0,1.0,2.75,2.75,1.38,1.38,2.12,2.62,2.88,2.0,2.0,1.5,3.0,2.12,2.0
47-2141,"Painters, Construction and Maintenance",0.75,2.0,3.0,1.88,2.88,3.0,1.38,1.75,1.0,2.0,2.75,2.0,1.75,1.88,2.0,2.0,2.88,1.88,2.0,1.62,2.0,2.0,1.0,2.0,2.75,1.62,1.5,2.38,2.88,2.38,1.88,2.0,1.38,3.0,1.88,2.0
47-2142,Paperhangers,0.87,2.0,3.0,2.75,3.0,2.88,1.0,1.5,1.12,2.0,2.75,2.0,1.25,1.5,2.12,2.0,2.75,2.0,2.38,1.38,2.38,2.12,1.0,2.25,2.38,1.0,1.25,2.38,2.62,3.0,1.62,1.62,1.25,2.88,2.0,2.0
47-2151,Pipelayers,0.62,2.0,3.0,2.38,3.0,3.0,2.62,2.62,2.75,2.0,2.88,2.12,1.5,1.5,2.0,2.0,2.62,2.0,3.12,1.0,3.0,2.0,1.0,3.0,2.88,2.75,1.0,2.0,2.62,3.0,2.0,1.88,1.62,2.88,2.75,2.0
47-2152,"Plumbers, Pipefitters, and Steamfitters",0.35,2.81,3.06,3.0,2.94,3.38,2.81,2.82,3.75,2.81,3.18,2.44,1.82,1.88,2.44,2.56,3.18,2.38,2.94,1.75,3.12,2.5,1.56,3.06,3.13,3.06,1.62,2.88,2.82,3.12,2.82,2.82,2.06,3.06,3.18,2.82
47-2161,Plasterers and Stucco Masons,0.84,2.75,3.0,2.75,2.88,2.75,1.5,2.12,1.75,2.5,2.75,2.62,1.88,2.25,2.62,2.0,2.88,2.25,2.75,1.88,2.88,2.25,1.0,3.0,2.75,1.62,1.12,2.88,2.75,2.88,2.12,2.12,1.75,3.0,2.12,2.12
47-2171,Reinforcing Iron and Rebar Workers,0.9,2.38,2.62,2.75,3.12,3.0,1.75,2.0,1.12,2.25,2.88,2.25,1.62,1.75,2.12,2.38,2.88,1.88,2.88,1.88,2.75,1.88,1.0,2.62,2.62,1.62,1.25,2.0,2.5,2.62,2.12,1.88,1.75,2.75,2.0,1.88
47-2181,Roofers,0.9,2.62,3.12,2.88,3.62,3.12,1.88,2.0,1.75,2.5,2.75,2.12,1.88,2.0,2.12,2.25,3.0,2.0,3.0,1.75,3.0,2.25,1.0,2.38,2.75,1.75,1.25,2.38,2.75,3.0,2.0,2.0,1.75,3.0,2.12,2.0
47-2211,Sheet Metal Workers,0.82,2.88,3.0,2.88,3.12,3.12,2.88,2.62,2.62,2.88,3.0,2.5,1.5,1.75,2.62,3.0,3.12,2.12,2.88,2.12,2.88,2.12,1.38,2.75,3.12,2.88,1.62,2.25,2.5,3.0,2.38,2.25,1.75,3.0,2.88,2.25
47-2221,Structural Iron and Steel Workers,0.83,3.0,3.12,3.0,3.62,3.12,2.25,2.12,1.75,2.88,3.0,2.88,1.75,2.0,2.88,2.12,3.0,2.12,3.62,2.0,3.62,2.38,1.0,3.0,2.75,2.25,1.12,2.75,2.88,3.0,2.0,2.0,2.0,3.0,2.5,2.25
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.83,2.38,2.88,2.62,3.0,3.0,2.38,2.38,1.25,2.5,2.88,2.25,1.62,1.88,1.88,2.25,3.0,1.88,3.0,1.88,2.75,1.88,1.0,2.5,2.38,2.25,1.25,2.0,2.75,2.75,2.0,2.0,1.88,3.0,2.75,2.0
47-3012,Helpers--Carpenters,0.92,2.88,3.0,3.0,3.0,3.0,2.38,2.88,2.25,2.38,2.88,2.12,1.88,2.0,2.0,2.38,3.0,2.12,2.25,1.62,2.88,2.25,1.0,2.38,2.88,2.62,1.0,2.25,3.0,3.0,2.0,2.0,1.88,2.88,2.25,2.25
47-3013,Helpers--Electricians,0.74,2.88,3.25,2.88,3.0,3.12,2.75,2.75,2.88,2.25,3.0,2.25,1.5,2.0,2.0,2.12,2.75,2.0,2.62,1.62,2.88,2.12,1.25,3.0,2.5,2.88,1.88,2.25,2.5,3.12,2.0,2.0,1.25,2.75,3.0,2.38
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.94,2.38,2.88,2.38,3.0,2.75,2.5,2.25,1.12,2.25,2.5,2.25,1.0,1.12,2.12,1.12,2.75,2.25,2.12,1.0,2.62,2.25,1.0,2.62,2.12,2.5,1.12,2.5,2.62,3.0,2.0,1.88,1.0,2.75,2.5,2.0
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.57,2.62,2.88,2.62,2.75,2.88,2.12,2.38,2.0,2.0,2.88,2.0,1.62,2.12,1.88,2.25,2.88,2.0,2.38,1.25,2.25,2.0,1.0,2.12,2.38,2.62,1.12,2.38,2.5,2.5,1.88,1.75,1.62,2.5,2.38,2.0
47-3016,Helpers--Roofers,0.72,2.62,3.0,2.62,3.25,2.88,2.75,2.62,1.75,2.38,2.75,2.25,1.62,2.0,2.25,2.25,3.0,2.12,2.0,1.0,2.38,2.0,1.38,2.88,2.38,2.25,1.0,2.62,2.62,2.88,2.25,2.12,1.62,2.62,2.38,2.25
47-4011,Construction and Building Inspectors,0.63,3.12,3.75,3.32,2.94,3.82,1.25,1.5,1.25,2.94,3.5,3.0,1.62,1.88,2.69,3.19,3.19,2.94,2.25,2.44,2.88,3.06,1.56,2.94,3.94,1.12,2.62,2.81,2.94,3.82,3.06,3.18,1.88,3.12,2.06,3.37
47-4021,Elevator and Escalator Installers and Repairers,0.39,3.12,3.38,3.38,3.0,3.62,4.0,3.38,3.5,2.25,3.38,2.38,1.62,1.75,2.12,2.25,3.12,2.0,3.25,1.62,3.62,2.38,1.38,3.5,3.12,4.0,1.88,2.5,2.62,3.0,3.12,3.0,1.88,3.0,4.0,2.75
47-4031,Fence Erectors,0.92,2.25,3.0,2.62,3.0,3.0,2.12,2.62,1.12,2.25,2.88,2.25,1.75,2.0,2.25,2.25,3.0,2.0,2.88,1.75,2.88,2.0,1.0,2.62,2.5,2.0,1.12,2.25,2.62,3.0,2.12,2.0,1.5,3.0,2.0,2.0
47-4041,Hazardous Materials Removal Workers,0.53,3.0,3.25,3.0,3.0,3.5,2.62,2.62,1.62,2.88,3.0,2.5,1.88,2.0,2.62,2.0,3.62,2.75,3.38,1.75,3.25,2.88,1.25,3.0,3.12,2.25,2.0,2.88,3.0,3.12,2.75,2.12,1.5,3.0,2.88,3.0
47-4051,Highway Maintenance Workers,0.87,2.38,3.0,3.0,3.12,2.88,2.5,1.88,1.38,2.38,2.88,2.0,1.62,1.62,2.12,2.12,3.12,2.38,3.62,1.12,3.5,2.5,1.12,2.88,2.75,2.38,1.0,2.38,2.88,3.0,2.0,2.0,1.62,2.75,2.88,2.12
47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.89,2.62,3.0,2.88,3.12,3.12,3.25,2.62,1.5,2.38,3.0,2.5,1.75,1.88,2.5,2.25,3.12,1.88,3.75,1.75,3.75,2.12,1.0,3.12,2.38,3.12,1.25,2.25,2.75,2.88,2.12,2.12,1.75,3.0,3.25,2.25
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0.83,2.75,3.0,2.88,2.88,3.12,3.0,2.62,2.0,2.5,2.75,2.62,2.0,2.0,2.38,2.38,2.88,2.38,3.88,1.5,3.62,2.38,1.0,3.0,2.75,3.0,1.25,2.75,2.75,2.75,2.12,2.25,1.88,3.0,3.0,2.5
47-4091,Segmental Pavers,0.83,2.62,3.5,2.88,3.25,3.25,2.25,2.0,1.25,2.88,3.12,2.38,1.62,1.62,2.88,2.0,2.88,2.62,3.12,2.25,3.0,3.0,1.0,2.5,2.75,2.25,1.12,3.0,3.12,3.5,2.25,2.25,1.5,3.0,2.38,2.62
47-5011,"Derrick Operators, Oil and Gas",0.8,2.75,3.25,3.25,3.0,3.5,3.12,2.75,1.12,2.88,3.12,2.75,1.88,2.25,3.0,2.38,3.38,2.5,3.88,1.38,4.0,2.5,1.0,3.25,2.88,3.38,1.25,2.38,2.88,3.38,2.25,2.5,1.12,2.88,3.25,2.75
47-5012,"Rotary Drill Operators, Oil and Gas",0.53,2.88,3.38,3.12,3.25,3.62,3.0,2.62,1.12,3.38,3.12,3.0,1.25,1.62,2.88,2.38,3.5,2.88,3.62,1.75,3.62,2.88,1.0,3.0,3.12,3.0,1.25,2.38,2.88,3.25,2.12,2.12,1.38,2.88,3.0,3.0
47-5013,"Service Unit Operators, Oil and Gas",0.93,3.0,3.38,3.12,2.88,3.75,3.12,2.62,2.12,2.88,3.25,2.88,1.88,2.12,3.0,2.75,3.62,2.75,3.75,1.5,4.0,2.75,1.75,3.0,3.0,3.0,1.38,2.75,3.0,3.0,2.62,2.88,1.38,2.75,3.38,3.0
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.94,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5,2.5,3.0,2.38,1.75,1.88,2.88,2.25,3.12,2.38,4.12,2.0,3.62,3.0,1.0,2.75,3.0,3.0,1.0,2.5,3.0,3.0,2.25,2.25,1.88,3.0,3.0,2.5
47-5023,"Earth Drillers, Except Oil and Gas",0.85,2.75,3.0,3.0,3.0,3.25,3.25,3.0,1.88,2.75,2.88,2.25,1.75,1.88,2.38,2.25,3.12,2.25,3.88,1.88,4.0,2.38,1.0,3.0,2.75,2.88,1.62,2.38,2.62,3.0,2.25,2.12,1.88,2.88,3.0,2.38
47-5041,Continuous Mining Machine Operators,0.54,2.75,3.0,3.0,2.75,3.25,3.38,2.38,1.88,2.38,3.12,2.38,1.38,1.38,2.62,2.0,3.0,2.0,3.88,1.88,3.88,2.12,1.0,2.88,2.75,3.12,1.38,2.38,2.75,3.0,2.12,2.12,1.62,3.0,3.25,2.12
47-5043,"Roof Bolters, Mining",0.49,2.88,3.12,3.0,3.0,3.38,3.12,2.88,2.0,2.88,3.0,2.25,1.88,2.0,2.25,2.12,3.25,2.12,3.62,1.25,3.25,2.25,1.0,3.0,2.38,3.0,1.5,2.38,2.88,3.0,2.25,2.25,1.12,3.0,3.25,2.12
47-5051,"Rock Splitters, Quarry",0.96,2.12,3.0,2.75,2.75,2.75,2.25,2.0,1.0,2.0,2.62,2.0,1.5,1.5,1.88,1.88,2.88,1.88,3.25,1.25,3.12,2.0,1.0,2.25,2.75,2.12,1.12,2.12,2.5,2.62,1.62,1.62,1.0,2.75,2.38,2.12
47-5071,"Roustabouts, Oil and Gas",0.68,2.5,2.88,2.62,2.75,3.12,2.88,2.38,1.12,2.25,3.0,2.25,1.62,1.88,2.38,2.0,3.0,2.0,3.0,1.12,3.0,2.0,1.0,3.0,2.12,2.88,1.0,2.12,2.88,2.75,2.0,2.0,1.5,2.88,2.75,2.12
47-5081,Helpers--Extraction Workers,0.37,2.88,3.0,2.88,3.12,3.12,3.5,3.12,1.25,2.38,3.0,2.62,1.75,2.0,2.5,2.5,3.75,2.0,3.5,1.0,3.62,2.12,1.0,3.12,2.75,3.38,1.38,2.38,2.75,2.88,2.12,1.88,1.75,2.62,3.38,2.38
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.0,3.25,3.62,3.12,3.75,3.75,2.88,2.75,1.75,3.0,3.75,3.12,2.88,2.88,3.88,2.88,4.0,3.0,3.0,2.5,3.38,3.0,1.88,3.62,3.62,2.88,1.75,3.0,3.12,3.75,3.25,3.12,1.88,3.75,3.12,3.0
49-2011,"Computer, Automated Teller, and Office Machine Repairers",0.74,3.0,3.62,3.38,3.0,3.5,3.25,3.25,3.0,2.62,3.0,2.62,1.75,2.12,2.5,1.88,3.0,2.75,2.75,2.12,3.12,2.5,2.12,3.25,3.12,3.62,1.88,3.0,2.88,3.25,2.75,2.38,2.0,3.25,3.38,3.0
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.93,3.0,3.25,3.0,3.0,3.25,3.38,2.88,3.38,2.75,3.0,2.62,1.88,1.88,2.38,2.75,3.12,2.38,2.88,1.25,3.12,2.62,2.0,3.12,3.25,3.5,1.75,2.5,3.0,3.25,3.0,2.88,1.88,3.12,3.0,3.0
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.36,3.12,3.5,3.38,3.0,3.62,3.5,3.12,3.25,2.88,3.25,2.88,1.75,1.75,2.5,2.25,3.38,2.5,3.25,1.88,3.62,2.62,2.0,3.62,3.38,3.88,2.0,2.88,3.0,3.25,3.12,2.88,1.88,3.0,3.88,3.0
49-2091,Avionics Technicians,0.7,3.0,3.38,3.5,3.0,3.75,3.88,3.0,2.75,2.88,3.25,2.62,1.5,1.75,2.62,2.12,3.12,2.38,2.5,2.25,3.75,2.88,1.62,3.75,3.25,3.88,2.88,2.75,2.88,3.38,3.0,2.88,1.88,3.12,3.88,3.25
49-2092,"Electric Motor, Power Tool, and Related Repairers",0.76,2.88,3.12,3.62,2.88,3.75,3.88,3.75,3.0,2.5,3.12,2.75,1.88,2.12,2.38,2.62,2.88,2.25,3.25,1.62,3.5,2.5,1.75,3.75,3.0,4.12,2.12,2.75,2.75,3.0,3.0,2.75,1.75,2.88,3.88,2.88
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.91,2.25,3.38,3.12,3.0,3.62,3.0,2.62,2.75,2.12,3.0,2.12,2.0,2.0,2.25,2.12,3.12,2.25,3.0,2.12,3.25,2.88,1.62,3.25,3.12,3.12,2.12,2.25,3.0,3.0,2.25,2.25,2.0,3.0,3.0,3.0
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.41,3.0,3.12,3.25,2.88,3.75,3.75,3.12,2.88,2.88,3.25,2.88,2.0,2.0,2.5,2.75,3.12,2.25,3.0,2.12,3.88,2.88,2.12,3.75,3.12,3.88,2.75,2.88,3.0,3.12,3.0,2.88,2.12,3.0,3.75,3.0
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.38,2.88,3.12,3.12,2.88,3.75,3.62,2.88,1.62,2.75,3.0,2.25,2.0,2.0,2.75,2.25,3.0,2.5,2.88,2.12,3.25,2.38,1.88,3.25,3.38,3.62,2.62,2.88,2.62,3.12,3.0,2.75,1.88,3.0,3.5,2.88
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.61,2.75,3.38,3.12,3.0,3.5,3.25,3.0,3.25,2.62,2.88,2.5,2.12,2.0,2.12,2.25,2.88,2.75,2.88,1.88,3.5,2.75,1.88,3.0,3.12,3.62,1.88,3.0,2.88,3.0,2.38,2.25,2.12,3.12,3.62,2.88
49-2097,Audiovisual Equipment Installers and Repairers,0.65,2.88,3.12,3.38,2.88,3.12,3.38,3.0,3.38,2.75,3.25,2.62,1.88,2.12,2.38,2.25,2.88,2.12,2.88,1.88,3.12,2.5,1.62,3.62,3.12,3.62,1.75,3.0,2.75,3.38,2.88,2.75,1.75,3.0,3.62,2.75
49-2098,Security and Fire Alarm Systems Installers,0.82,2.88,3.25,3.12,2.88,3.38,2.75,2.25,3.38,2.62,3.12,2.38,1.75,1.88,2.12,2.12,3.0,2.0,2.88,1.88,3.12,2.12,1.75,3.12,3.12,3.0,1.75,2.88,2.88,3.38,2.62,2.62,1.88,3.0,3.0,2.88
49-3011,Aircraft Mechanics and Service Technicians,0.71,3.12,3.5,3.88,2.88,4.0,4.88,3.38,2.75,2.88,3.5,2.75,1.62,2.12,2.62,2.88,3.62,2.12,3.75,2.12,4.25,2.75,1.62,3.75,4.12,4.88,2.38,2.75,2.88,3.25,3.25,3.25,1.88,3.0,4.5,3.0
49-3021,Automotive Body and Related Repairers,0.91,2.88,3.0,2.88,2.88,3.0,2.62,2.75,2.0,2.25,2.88,2.25,1.88,1.88,2.12,2.12,3.0,2.25,2.88,2.0,3.0,2.62,1.75,3.0,2.88,3.25,1.25,2.88,2.88,3.0,2.12,2.12,1.88,3.0,3.12,2.38
49-3022,Automotive Glass Installers and Repairers,0.55,2.62,2.88,2.75,2.75,2.88,2.12,3.0,3.12,2.38,2.75,2.38,1.38,1.75,2.0,2.0,2.88,2.38,2.75,1.75,2.75,2.38,1.12,2.75,2.5,2.38,1.5,2.88,2.88,3.0,2.12,2.0,1.62,2.88,2.25,2.38
49-3023,Automotive Service Technicians and Mechanics,0.59,2.75,3.25,3.12,2.88,3.5,3.38,3.0,2.75,2.5,3.25,2.62,1.88,1.75,2.25,2.25,3.25,2.25,3.25,1.38,3.5,2.62,1.62,3.12,2.88,3.75,1.5,2.88,3.0,3.12,3.0,3.0,1.75,3.0,3.62,2.75
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,0.73,2.75,3.0,3.0,2.88,3.25,3.38,3.12,2.12,2.12,3.12,2.75,1.88,1.88,2.0,2.0,3.0,2.0,3.0,1.88,3.5,2.0,1.88,3.25,2.88,4.0,1.75,2.12,2.75,3.12,2.88,2.75,1.88,3.0,4.0,2.62
49-3041,Farm Equipment Mechanics and Service Technicians,0.75,3.0,3.12,3.38,2.75,3.5,4.25,3.25,2.62,2.25,3.12,2.75,1.88,2.12,2.25,2.62,3.12,2.0,3.75,1.62,3.38,2.38,1.62,3.38,3.0,4.25,2.0,2.5,2.75,3.12,3.0,2.88,1.88,3.0,4.0,2.88
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0.4,3.0,3.0,3.12,2.88,3.25,4.0,3.38,2.38,2.75,3.12,2.62,1.75,2.5,2.75,2.88,3.0,2.38,3.62,1.88,3.75,2.5,1.62,3.38,3.12,4.12,1.88,2.62,2.88,3.0,2.75,2.5,1.88,3.0,4.12,3.0
49-3043,Rail Car Repairers,0.88,2.75,3.0,2.75,2.88,3.25,3.75,2.75,2.62,2.5,2.88,2.62,1.75,1.88,2.5,2.12,2.88,2.12,3.12,1.75,3.25,2.25,1.0,3.25,2.88,4.0,1.75,2.38,2.75,3.0,2.62,2.62,1.88,2.88,4.0,2.88
49-3051,Motorboat Mechanics and Service Technicians,0.66,2.38,3.12,3.12,2.5,3.38,3.88,3.12,1.62,1.88,3.12,2.0,1.75,2.0,1.88,2.25,2.88,1.88,3.62,1.5,3.5,2.0,1.62,3.12,2.75,4.0,2.0,2.62,2.62,3.0,2.25,2.25,1.88,2.75,3.75,2.5
49-3052,Motorcycle Mechanics,0.79,3.12,3.12,3.12,3.0,3.12,3.5,3.0,2.0,2.62,3.12,2.62,1.38,1.88,2.12,2.25,3.12,2.12,3.12,2.0,3.12,2.5,1.25,3.12,3.0,3.88,1.88,2.88,2.75,3.12,2.38,2.25,1.88,3.12,3.88,2.75
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0.93,2.75,3.12,3.0,2.75,3.25,3.88,3.25,1.75,2.12,2.88,2.5,1.75,2.0,1.88,2.0,2.88,2.0,3.25,1.5,3.38,2.12,1.38,3.12,2.88,3.88,1.75,2.38,2.75,2.88,2.25,2.38,1.75,2.75,3.75,2.62
49-3091,Bicycle Repairers,0.94,2.88,3.62,3.0,2.88,3.62,3.38,3.38,2.5,2.75,2.88,2.75,1.88,2.0,2.5,2.12,2.88,2.88,2.62,1.62,2.75,2.88,1.12,3.25,3.0,3.88,1.25,3.38,3.25,3.38,2.5,2.38,1.88,2.75,3.62,2.88
49-3092,Recreational Vehicle Service Technicians,0.59,3.0,3.0,3.12,2.88,3.0,3.12,3.0,1.88,2.5,3.0,2.0,1.75,1.88,1.88,2.0,2.88,2.5,3.12,1.62,3.12,2.5,1.5,3.12,3.0,4.0,1.62,3.0,2.75,3.0,2.88,2.88,1.62,2.88,3.62,2.62
49-3093,Tire Repairers and Changers,0.7,2.25,3.0,2.75,2.75,3.0,2.38,2.12,2.0,2.25,2.62,2.12,1.75,2.12,2.38,2.0,2.88,2.25,2.75,1.0,2.88,2.25,1.0,2.88,2.5,2.88,1.0,3.0,2.75,3.0,2.0,2.0,1.38,3.0,2.88,2.25
49-9011,Mechanical Door Repairers,0.91,3.0,3.12,3.0,3.0,3.5,2.75,2.75,3.12,3.0,2.88,2.62,1.88,1.88,2.88,2.5,3.0,2.62,2.75,1.88,3.0,2.88,1.0,3.25,3.12,3.0,1.0,3.0,3.0,3.12,2.12,2.25,2.0,2.88,2.88,2.75
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0.63,2.88,3.12,3.0,3.0,3.38,3.12,2.88,2.38,2.25,3.12,2.5,1.88,1.75,2.0,2.12,3.12,2.12,3.0,1.62,3.12,2.0,1.62,3.12,3.0,3.25,1.75,2.5,2.88,3.12,2.25,2.12,1.88,2.75,3.12,3.0
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.65,3.12,3.25,3.25,3.0,3.5,3.12,3.0,3.38,2.88,3.12,2.75,1.75,2.25,2.88,2.5,3.12,2.38,3.0,1.62,3.62,2.75,1.62,3.25,3.38,3.38,1.75,2.88,3.0,3.12,3.0,3.0,1.75,2.88,3.5,2.88
49-9031,Home Appliance Repairers,0.72,2.88,3.38,3.12,2.75,3.75,3.62,3.0,3.0,2.25,3.0,2.12,2.0,2.12,2.5,2.12,2.88,2.25,2.88,1.88,3.5,2.75,1.62,3.5,3.12,3.88,1.75,3.0,2.75,3.5,2.62,2.25,1.88,3.0,3.62,2.75
